1	6761	6891	2	2	1	2	0	27
1	6956	9557	2	2	1	48	0	48
1	9695	10080	2	2	1	61	0	48
1	10192	11549	2	2	1	47	0	40
1	11626	11750	2	2	1	22	0	16
1	14403	14698	1	1	1	1	0	23
1	15138	15351	1	1	1	5	0	45
1	15428	15675	1	1	1	1	0	48
1	27956	29800	1	1	1	1	0	10
1	33142	33505	1	1	1	3	0	25
1	38877	38980	1	1	1	1	0	16
1	153553	153771	2	2	1	4	0	41
1	153914	154085	2	2	1	1	0	45
1	154162	154355	2	2	1	1	0	32
1	154803	154900	2	6	1	1	0	37
1	155956	156159	2	2	1	1	0	34
1	161506	161868	1	1	1	4	0	21
1	164227	164437	1	1	1	1	0	37
1	167024	167306	1	1	1	10	0	35
1	177185	177287	1	1	0	5	0	26
1	177479	177561	1	1	1	1	0	5
1	181804	182118	1	1	1	2	0	5
1	187732	188684	2	2	1	11	0	48
1	189810	190064	2	2	1	10	0	23
1	190217	191710	2	2	1	1	0	5
1	209307	210262	2	2	1	1	0	45
1	212185	213061	2	2	1	1	0	27
1	213207	214820	2	2	1	1	0	22
1	282893	283298	1	1	1	12	0	44
1	283980	285261	1	1	1	12	0	16
1	291767	292544	1	1	1	1	0	38
1	313379	316018	2	2	1	12	0	26
1	319417	320859	2	2	1	1	0	20
1	321050	321179	2	2	1	1	0	11
1	323574	323836	2	2	1	3	0	16
1	323963	326014	2	2	1	1	0	39
1	326135	330093	2	2	1	1	0	24
1	333174	333252	2	2	1	15	0	25
1	333278	337907	2	2	1	15	0	25
1	343873	344154	2	2	1	2	0	30
1	344622	345665	2	2	1	1	0	29
1	345835	345973	2	2	1	2	0	25
1	348113	348329	2	2	1	13	0	9
1	368143	369352	2	2	1	12	0	46
1	369614	369940	2	2	1	12	0	25
1	428307	428811	1	1	1	8	0	24
1	428970	429537	1	1	1	1	0	10
1	429615	430359	1	1	1	1	0	11
1	430467	430902	1	1	1	1	0	30
1	433267	433591	1	1	1	1	0	37
1	433837	435142	1	1	1	1	0	19
1	436843	438679	1	1	0	1	0	28
1	474686	475967	2	2	1	3	0	29
1	499340	501293	1	1	1	6	0	45
1	502128	503867	1	1	1	1	0	7
1	514220	515498	1	1	1	1	0	23
1	515651	517499	1	1	1	1	0	43
1	528727	530300	1	1	1	26	0	25
1	588542	589010	1	1	1	1	0	19
1	604235	605257	1	1	1	1	0	13
1	605271	606094	1	1	1	1	0	13
1	606388	608016	1	1	1	1	0	4
1	610785	611186	2	2	1	3	0	35
1	611312	613015	2	2	1	3	0	48
1	613193	614541	2	2	1	1	0	37
1	621476	621564	2	2	1	29	0	34
1	621712	622016	2	2	1	15	0	37
1	622100	624539	2	2	1	2	0	42
1	624594	625676	2	2	1	1	0	38
1	626679	628681	2	2	1	2	0	41
1	628841	629585	2	2	1	3	0	37
1	629661	630206	2	2	1	14	0	40
1	630341	633233	2	2	1	1	0	36
1	630341	634787	2	2	1	2	0	40
1	634997	635669	2	2	1	12	0	46
1	635861	635999	2	2	1	13	0	47
1	636113	637358	2	2	1	1	0	45
1	637489	638268	2	2	1	3	0	36
1	638437	656633	2	2	1	6	0	44
1	963345	965201	1	1	1	13	0	12
1	965344	965505	1	1	1	13	0	19
1	997651	997767	2	2	1	1	0	22
1	1007183	1009439	2	2	0	2	0	35
1	1012265	1014753	0	0	0	7	0	37
1	1621186	1627165	2	2	1	1	0	35
1	1627273	1627359	2	2	1	1	0	25
1	1712357	1717342	1	1	1	22	0	26
1	1717463	1717550	1	1	1	19	0	41
1	1717611	1717691	1	1	1	3	0	41
1	1717896	1717994	1	1	1	20	0	46
1	1718109	1718198	1	1	1	1	0	9
1	1718334	1718413	1	1	1	8	0	47
1	1718532	1718612	1	1	1	6	0	39
1	1718882	1718960	1	1	1	27	0	46
1	1719270	1721185	1	1	1	3	0	36
1	1721321	1721484	1	1	1	5	0	35
1	1721684	1721753	1	1	1	2	0	39
1	1721930	1722001	1	1	1	6	0	49
1	1722139	1722534	1	1	1	0	11	33
1	1723509	1723587	1	1	1	2	0	15
1	1723712	1724057	1	1	1	6	0	26
1	1724204	1724289	1	1	1	25	0	43
1	1724421	1724499	1	1	1	19	0	42
1	1724602	1730908	1	1	1	7	0	19
1	1731001	1731321	1	1	1	21	0	45
1	1858262	1858607	2	2	0	11	1	27
1	1858635	1866810	2	2	0	11	1	13
1	1866844	1867055	2	2	0	10	0	14
1	1867092	1870212	2	2	0	11	1	33
1	1867092	1874009	2	2	0	0	1	32
1	1870246	1870432	2	2	0	11	0	15
1	1893411	1893913	2	2	1	4	0	48
1	2129632	2185501	1	1	1	1	0	26
1	2190957	2201459	1	1	1	1	0	20
1	2201617	2203815	1	1	1	2	0	36
1	2201617	2205666	1	1	1	1	0	22
1	2201617	2214180	1	1	0	1	0	34
1	2203852	2205666	1	1	0	9	0	36
1	2246392	2651886	2	2	0	14	0	37
1	2270889	2272207	1	1	1	1	0	6
1	2272311	2273625	1	1	1	2	0	40
1	2273723	2274231	1	1	1	1	0	41
1	2274337	2275413	1	1	1	1	0	12
1	2275537	2276006	1	1	1	3	0	6
1	2288569	2288650	1	1	1	3	0	41
1	2288774	2294393	1	1	1	4	0	24
1	2294614	2295942	1	1	1	1	0	45
1	2296172	2296706	1	1	1	4	0	26
1	2296849	2298592	1	1	1	2	0	49
1	2400441	2401419	1	1	1	1	0	37
1	2404732	2405352	1	1	0	1	0	46
1	2713362	2789561	1	1	1	9	0	34
1	2978050	2980157	1	1	1	7	0	30
1	2980188	3023582	1	1	1	7	0	23
1	3030711	3035736	1	1	1	1	0	39
1	5359004	5363568	2	2	1	12	0	22
1	5363675	5365321	2	2	1	2	0	46
1	5365389	5365755	2	2	1	1	0	12
1	5365881	5369389	2	2	1	3	0	26
1	5375405	5378925	2	2	1	1	0	35
1	5379089	5394511	2	2	1	1	0	32
1	5402684	5414279	1	1	1	16	0	46
1	5422533	5425314	1	1	1	1	0	19
1	5428660	5430718	1	1	1	1	0	13
1	5490472	5492300	1	1	1	3	0	23
1	5492453	5495169	1	1	1	3	0	17
1	5613056	5627418	2	2	1	12	0	33
1	5627452	5631336	2	2	1	12	0	3
1	5641065	5651178	2	2	1	15	0	31
1	5651324	5652874	2	2	1	16	0	27
1	5675528	5678597	2	2	1	1	0	47
1	5681269	5706972	2	2	1	1	0	8
1	5728687	5745347	2	2	1	5	0	26
1	6146854	6148399	1	1	1	9	0	44
1	6148522	6149853	1	1	1	4	0	10
1	6149964	6150070	1	1	1	1	1	7
1	6154518	6154929	1	1	1	3	0	42
1	6155043	6156939	1	1	1	2	0	27
1	6167494	6168249	1	1	1	1	0	8
1	6182232	6182329	1	1	1	2	0	39
1	6241446	6243542	1	1	1	1	0	43
1	6276741	6305438	1	1	0	3	0	27
1	6405473	6416114	2	2	1	5	0	40
1	6416239	6429228	2	2	1	5	0	12
1	7523465	7526703	1	1	1	10	0	47
1	7526852	7527492	1	1	1	1	0	17
1	7527640	7528190	1	1	1	3	0	45
1	7528374	7529689	1	1	1	23	0	47
1	7529867	7530090	1	1	1	3	0	43
1	7530164	7538630	1	1	1	1	0	11
1	7560104	7560225	1	1	1	2	0	28
1	7632865	7633028	2	2	0	1	0	47
1	7663039	7668042	2	2	1	1	0	48
1	7670563	7672773	2	2	1	17	0	13
1	7680109	7682577	1	1	1	7	0	28
1	7859658	7859737	2	2	1	10	1	35
1	8024124	8025726	2	2	1	12	0	13
1	8026571	8026736	2	2	1	1	0	38
1	8030713	8031035	2	4	1	2	0	46
1	8031146	8031528	2	2	1	1	0	8
1	8031614	8032793	2	2	1	1	0	5
1	8032991	8034210	2	2	1	1	0	36
1	8034313	8036900	2	2	0	1	0	49
1	8047529	8049440	2	2	1	1	0	46
1	8056049	8057979	2	2	1	1	0	28
1	8058078	8061768	2	2	1	1	0	29
1	8061821	8101084	2	2	1	1	0	44
1	8131532	8143789	1	1	1	1	0	29
1	8144161	8146177	1	1	1	1	0	45
