1	6761	6891	2	2	1	1	0	27
1	6956	9557	2	2	1	24	0	47
1	9695	10080	2	2	1	28	0	47
1	10192	11549	2	2	1	22	0	40
1	11626	11750	2	2	1	6	0	16
1	14403	14698	1	1	1	1	0	23
1	15138	15351	1	1	1	2	0	45
1	15428	15675	1	1	1	1	0	48
1	33142	33505	1	1	1	2	0	25
1	153553	153771	2	2	1	2	0	41
1	161506	161868	1	1	1	1	0	21
1	164227	164437	1	1	1	1	0	37
1	167024	167306	1	1	1	6	0	35
1	187732	188684	2	2	1	8	0	48
1	189810	190064	2	2	1	7	0	23
1	282893	283298	1	1	1	6	0	44
1	283980	285261	1	1	1	6	0	16
1	313379	316018	2	2	1	6	0	26
1	319417	320859	2	2	1	1	0	20
1	321050	321179	2	2	1	1	0	11
1	323574	323836	2	2	1	1	0	16
1	333174	333252	2	2	1	6	0	25
1	333278	337907	2	2	1	6	0	25
1	343873	344154	2	2	1	1	0	30
1	344622	345665	2	2	1	1	0	29
1	345835	345973	2	2	1	2	0	25
1	348113	348329	2	2	1	4	0	9
1	368143	369352	2	2	1	6	0	46
1	369614	369940	2	2	1	6	0	25
1	428307	428811	1	1	1	4	0	24
1	433837	435142	1	1	1	1	0	19
1	436843	438679	1	1	0	1	0	28
1	474686	475967	2	2	1	2	0	29
1	499340	501293	1	1	1	3	0	45
1	502128	503867	1	1	1	1	0	7
1	515651	517499	1	1	1	1	0	43
1	528727	530300	1	1	1	15	0	25
1	610785	611186	2	2	1	1	0	22
1	611312	613015	2	2	1	1	0	30
1	613193	614541	2	2	1	1	0	37
1	621476	621564	2	2	1	13	0	34
1	621712	622016	2	2	1	7	0	37
1	626679	628681	2	2	1	1	0	41
1	628841	629585	2	2	1	2	0	37
1	629661	630206	2	2	1	10	0	17
1	634997	635669	2	2	1	5	0	46
1	635861	635999	2	2	1	7	0	47
1	637489	638268	2	2	1	1	0	36
1	638437	656633	2	2	1	3	0	24
1	963345	965201	1	1	1	4	0	12
1	965344	965505	1	1	1	4	0	19
1	1007183	1009439	2	2	0	1	0	35
1	1012265	1014753	0	0	0	4	0	37
1	1712357	1717342	1	1	1	10	0	26
1	1717463	1717550	1	1	1	11	0	40
1	1717611	1717691	1	1	1	2	0	34
1	1717896	1717994	1	1	1	13	0	46
1	1718109	1718198	1	1	1	1	0	9
1	1718334	1718413	1	1	1	4	0	47
1	1718532	1718612	1	1	1	4	0	39
1	1718882	1718960	1	1	1	15	0	46
1	1719270	1721185	1	1	1	1	0	36
1	1721930	1722001	1	1	1	2	0	49
1	1722139	1722534	1	1	1	0	6	33
1	1723509	1723587	1	1	1	2	0	15
1	1723712	1724057	1	1	1	3	0	14
1	1724204	1724289	1	1	1	11	0	43
1	1724421	1724499	1	1	1	11	0	41
1	1724602	1730908	1	1	1	4	0	19
1	1731001	1731321	1	1	1	6	0	40
1	1858262	1858607	2	2	0	4	1	27
1	1858635	1866810	2	2	0	4	1	13
1	1866844	1867055	2	2	0	4	0	14
1	1867092	1870212	2	2	0	4	1	33
1	1867092	1874009	2	2	0	0	1	32
1	1870246	1870432	2	2	0	4	0	15
1	1893411	1893913	2	2	1	3	0	48
1	2129632	2185501	1	1	1	1	0	26
1	2201617	2203815	1	1	1	1	0	17
1	2203852	2205666	1	1	0	5	0	36
1	2246392	2651886	2	2	0	6	0	37
1	2273723	2274231	1	1	1	1	0	41
1	2275537	2276006	1	1	1	1	0	6
1	2288569	2288650	1	1	1	2	0	34
1	2288774	2294393	1	1	1	2	0	18
1	2294614	2295942	1	1	1	1	0	45
1	2296172	2296706	1	1	1	3	0	22
1	2296849	2298592	1	1	1	2	0	49
1	2400441	2401419	1	1	1	1	0	37
1	2404732	2405352	1	1	0	1	0	46
1	2713362	2789561	1	1	1	5	0	34
1	2978050	2980157	1	1	1	3	0	30
1	2980188	3023582	1	1	1	3	0	23
1	3030711	3035736	1	1	1	1	0	39
1	5359004	5363568	2	2	1	7	0	22
1	5363675	5365321	2	2	1	1	0	46
1	5365881	5369389	2	2	1	1	0	26
1	5379089	5394511	2	2	1	1	0	32
1	5402684	5414279	1	1	1	8	0	46
1	5490472	5492300	1	1	1	3	0	23
1	5492453	5495169	1	1	1	3	0	17
1	5613056	5627418	2	2	1	8	0	33
1	5627452	5631336	2	2	1	8	0	3
1	5641065	5651178	2	2	1	7	0	31
1	5651324	5652874	2	2	1	8	0	27
1	5675528	5678597	2	2	1	1	0	47
1	5681269	5706972	2	2	1	1	0	8
1	5728687	5745347	2	2	1	1	0	26
1	6146854	6148399	1	1	1	6	0	44
1	6148522	6149853	1	1	1	4	0	10
1	6149964	6150070	1	1	1	1	1	7
1	6154518	6154929	1	1	1	1	0	42
1	6155043	6156939	1	1	1	2	0	27
1	6167494	6168249	1	1	1	1	0	8
1	6241446	6243542	1	1	1	1	0	43
1	6276741	6305438	1	1	0	2	0	27
1	6405473	6416114	2	2	1	3	0	40
1	7523465	7526703	1	1	1	7	0	47
1	7527640	7528190	1	1	1	3	0	45
1	7528374	7529689	1	1	1	13	0	47
1	7529867	7530090	1	1	1	3	0	43
1	7530164	7538630	1	1	1	1	0	11
1	7560104	7560225	1	1	1	2	0	28
1	7663039	7668042	2	2	1	1	0	48
1	7670563	7672773	2	2	1	3	0	13
1	7680109	7682577	1	1	1	3	0	28
1	7859658	7859737	2	2	1	3	1	35
1	8024124	8025726	2	2	1	10	0	13
1	8047529	8049440	2	2	1	1	0	46
1	8061821	8101084	2	2	1	1	0	44
1	8131532	8143789	1	1	1	1	0	29
1	8144161	8146177	1	1	1	1	0	45
1	8169419	8185004	2	2	1	4	0	31
1	8392251	8393115	1	1	1	1	0	32
1	8394583	8396045	1	1	1	1	0	45
1	8408325	8408349	1	1	0	1	0	35
1	8424870	8428606	2	2	1	2	0	39
1	8557174	8559261	2	2	1	1	0	38
1	8559379	8559715	2	2	1	1	0	21
1	8606813	8607460	1	1	1	4	0	3
1	8649747	8649828	2	2	1	47	0	45
1	8650011	8650096	2	2	1	6	0	29
1	8650536	8650846	2	2	1	18	0	46
1	8651087	8651485	2	2	1	44	0	41
1	8651611	8652578	2	2	1	53	0	48
1	8663371	8664376	1	1	1	1	0	11
1	8664534	8667343	1	1	1	19	0	41
1	8667466	8667550	1	1	1	1	0	11
1	8667722	8667996	1	1	1	7	0	46
1	8694547	8695728	1	1	1	1	0	15
1	8695813	8698595	1	1	1	1	0	44
1	8777440	8777697	2	2	1	4	0	9
1	8777901	8781505	2	2	1	4	0	13
1	8907446	8916654	2	2	1	1	0	34
1	9046922	9047855	1	1	1	1	0	41
1	9048003	9051068	1	1	1	2	0	40
1	9051417	9052201	1	1	1	2	0	31
1	9052265	9053978	1	1	1	20	0	8
1	9056094	9056659	1	1	1	19	0	19
1	9056768	9056838	1	1	1	1	0	37
1	9056980	9074326	1	1	0	1	0	25
1	9107108	9107211	2	2	1	1	0	39
1	9206674	9207287	1	1	1	9	0	6
1	9270208	9270870	2	2	1	7	0	8
1	9270942	9272923	2	2	1	8	0	36
1	9273366	9273875	2	2	1	5	0	30
1	9273974	9276087	2	2	1	5	0	23
1	9278180	9279905	2	2	0	1	0	48
1	9505588	9508091	2	2	1	1	0	37
1	9508191	9508287	2	2	1	1	0	27
1	9508430	9508683	2	2	1	1	0	33
1	9510600	9510967	2	2	1	4	0	36
1	9511102	9512243	2	2	1	4	0	15
